ensembl_gene_id,go_id,description,name_1006,namespace_1003
LOC552772,GO:0032259,EEF1A lysine methyltransferase 1,methylation,biological_process
LOC552772,GO:0016279,EEF1A lysine methyltransferase 1,protein-lysine N-methyltransferase activity,molecular_function
LOC552772,GO:0016740,EEF1A lysine methyltransferase 1,transferase activity,molecular_function
LOC552772,GO:0005737,EEF1A lysine methyltransferase 1,cytoplasm,cellular_component
LOC552772,GO:0018022,EEF1A lysine methyltransferase 1,peptidyl-lysine methylation,biological_process
LOC412972,GO:0005515,WD repeat domain phosphoinositide-interacting protein 3,protein binding,molecular_function
LOC411260,GO:0005525,ras-related protein Rab-27A,GTP binding,molecular_function
LOC411260,GO:0003924,ras-related protein Rab-27A,GTPase activity,molecular_function
LOC550664,GO:0016787,"deubiquitinase DESI2, transcript variant X1",hydrolase activity,molecular_function
LOC107963995,GO:0004252,serine protease 7,serine-type endopeptidase activity,molecular_function
LOC107963995,GO:0006508,serine protease 7,proteolysis,biological_process
LOC411599,GO:0005737,"uridine phosphorylase 1, transcript variant X2",cytoplasm,cellular_component
LOC411599,GO:0003824,"uridine phosphorylase 1, transcript variant X2",catalytic activity,molecular_function
LOC411599,GO:0009116,"uridine phosphorylase 1, transcript variant X2",nucleoside metabolic process,biological_process
LOC411599,GO:0009166,"uridine phosphorylase 1, transcript variant X2",nucleotide catabolic process,biological_process
LOC411599,GO:0004850,"uridine phosphorylase 1, transcript variant X2",uridine phosphorylase activity,molecular_function
LOC411599,GO:0005634,"uridine phosphorylase 1, transcript variant X2",nucleus,cellular_component
LOC413915,GO:0016021,Golgi SNAP receptor complex member 1,integral component of membrane,cellular_component
LOC413915,GO:0000139,Golgi SNAP receptor complex member 1,Golgi membrane,cellular_component
LOC413915,GO:0015031,Golgi SNAP receptor complex member 1,protein transport,biological_process
LOC413915,GO:0005801,Golgi SNAP receptor complex member 1,cis-Golgi network,cellular_component
LOC413915,GO:0006888,Golgi SNAP receptor complex member 1,endoplasmic reticulum to Golgi vesicle-mediated transport,biological_process
LOC413915,GO:0016020,Golgi SNAP receptor complex member 1,membrane,cellular_component
LOC413915,GO:0005794,Golgi SNAP receptor complex member 1,Golgi apparatus,cellular_component
LOC413915,GO:0016192,Golgi SNAP receptor complex member 1,vesicle-mediated transport,biological_process
LOC409965,GO:0005524,"cyclin-dependent kinase 12, transcript variant X2",ATP binding,molecular_function
LOC409965,GO:0004672,"cyclin-dependent kinase 12, transcript variant X2",protein kinase activity,molecular_function
LOC409965,GO:0006468,"cyclin-dependent kinase 12, transcript variant X2",protein phosphorylation,biological_process
LOC409965,GO:0000166,"cyclin-dependent kinase 12, transcript variant X2",nucleotide binding,molecular_function
LOC100578507,GO:0047429,"maf-like protein Athe_1300, transcript variant X2",nucleoside-triphosphate diphosphatase activity,molecular_function
LOC100577456,GO:0005509,"fibrillin-2, transcript variant X2",calcium ion binding,molecular_function
LOC100577456,GO:0062023,"fibrillin-2, transcript variant X2",collagen-containing extracellular matrix,cellular_component
LOC100577456,GO:0005201,"fibrillin-2, transcript variant X2",extracellular matrix structural constituent,molecular_function
LOC727528,GO:0003677,zinc finger BED domain-containing protein 1,DNA binding,molecular_function
LOC727528,GO:0046983,zinc finger BED domain-containing protein 1,protein dimerization activity,molecular_function
LOC727528,GO:0005634,zinc finger BED domain-containing protein 1,nucleus,cellular_component
LOC727528,GO:0046872,zinc finger BED domain-containing protein 1,metal ion binding,molecular_function
LOC552714,GO:0015031,conserved oligomeric Golgi complex subunit 2,protein transport,biological_process
LOC552714,GO:0016020,conserved oligomeric Golgi complex subunit 2,membrane,cellular_component
LOC552714,GO:0007030,conserved oligomeric Golgi complex subunit 2,Golgi organization,biological_process
LOC552714,GO:0005794,conserved oligomeric Golgi complex subunit 2,Golgi apparatus,cellular_component
LOC408872,GO:0006355,COUP transcription factor 2,"regulation of transcription, DNA-templated",biological_process
LOC408872,GO:0008270,COUP transcription factor 2,zinc ion binding,molecular_function
LOC408872,GO:0043565,COUP transcription factor 2,sequence-specific DNA binding,molecular_function
LOC408872,GO:0003700,COUP transcription factor 2,DNA-binding transcription factor activity,molecular_function
LOC408872,GO:0005634,COUP transcription factor 2,nucleus,cellular_component
LOC552279,GO:0016021,"sodium-independent sulfate anion transporter, transcript variant X2",integral component of membrane,cellular_component
LOC552279,GO:0055085,"sodium-independent sulfate anion transporter, transcript variant X2",transmembrane transport,biological_process
LOC552279,GO:0016020,"sodium-independent sulfate anion transporter, transcript variant X2",membrane,cellular_component
LOC552279,GO:0008271,"sodium-independent sulfate anion transporter, transcript variant X2",secondary active sulfate transmembrane transporter activity,molecular_function
LOC552279,GO:0008272,"sodium-independent sulfate anion transporter, transcript variant X2",sulfate transport,biological_process
LOC552279,GO:0015116,"sodium-independent sulfate anion transporter, transcript variant X2",sulfate transmembrane transporter activity,molecular_function
LOC552279,GO:1902358,"sodium-independent sulfate anion transporter, transcript variant X2",sulfate transmembrane transport,biological_process
LOC413946,GO:0005634,"myocyte-specific enhancer factor 2, transcript variant X6",nucleus,cellular_component
LOC413946,GO:0003677,"myocyte-specific enhancer factor 2, transcript variant X6",DNA binding,molecular_function
LOC413946,GO:0046983,"myocyte-specific enhancer factor 2, transcript variant X6",protein dimerization activity,molecular_function
LOC413946,GO:0045944,"myocyte-specific enhancer factor 2, transcript variant X6",positive regulation of transcription by RNA polymerase II,biological_process
LOC413946,GO:0000977,"myocyte-specific enhancer factor 2, transcript variant X6",RNA polymerase II transcription regulatory region sequence-specific DNA binding,molecular_function
LOC100576812,GO:0003677,uncharacterized LOC100576812,DNA binding,molecular_function
LOC100576812,GO:0043565,uncharacterized LOC100576812,sequence-specific DNA binding,molecular_function
LOC100576812,GO:0005634,uncharacterized LOC100576812,nucleus,cellular_component
LOC100576812,GO:0046872,uncharacterized LOC100576812,metal ion binding,molecular_function
LOC100576812,GO:0007049,uncharacterized LOC100576812,cell cycle,biological_process
LOC100576812,GO:0005654,uncharacterized LOC100576812,nucleoplasm,cellular_component
LOC411105,GO:0016021,luciferin 4-monooxygenase,integral component of membrane,cellular_component
LOC411105,GO:0003824,luciferin 4-monooxygenase,catalytic activity,molecular_function
LOC411105,GO:0016020,luciferin 4-monooxygenase,membrane,cellular_component
LOC102654111,GO:0005515,"platelet glycoprotein V, transcript variant X1",protein binding,molecular_function
LOC408911,GO:0004843,"ubiquitin carboxyl-terminal hydrolase 47, transcript variant X3",thiol-dependent ubiquitin-specific protease activity,molecular_function
LOC408911,GO:0006511,"ubiquitin carboxyl-terminal hydrolase 47, transcript variant X3",ubiquitin-dependent protein catabolic process,biological_process
LOC408911,GO:0016579,"ubiquitin carboxyl-terminal hydrolase 47, transcript variant X3",protein deubiquitination,biological_process
LOC408911,GO:0036459,"ubiquitin carboxyl-terminal hydrolase 47, transcript variant X3",GO_0036459,go
LOC408911,GO:0018215,"ubiquitin carboxyl-terminal hydrolase 47, transcript variant X3",protein phosphopantetheinylation,biological_process
GeneID_725509,GO:0042302,cuticular protein 27,structural constituent of cuticle,molecular_function
LOC412115,GO:0016021,"autophagy-related protein 9A, transcript variant X3",integral component of membrane,cellular_component
LOC412115,GO:0005794,"autophagy-related protein 9A, transcript variant X3",Golgi apparatus,cellular_component
LOC412115,GO:0015031,"autophagy-related protein 9A, transcript variant X3",protein transport,biological_process
LOC412115,GO:0030659,"autophagy-related protein 9A, transcript variant X3",cytoplasmic vesicle membrane,cellular_component
LOC412115,GO:0006914,"autophagy-related protein 9A, transcript variant X3",autophagy,biological_process
LOC412115,GO:0016020,"autophagy-related protein 9A, transcript variant X3",membrane,cellular_component
LOC412115,GO:0000421,"autophagy-related protein 9A, transcript variant X3",autophagosome membrane,cellular_component
LOC412115,GO:0031410,"autophagy-related protein 9A, transcript variant X3",cytoplasmic vesicle,cellular_component
LOC552232,GO:0005634,ADP-ribosylation factor-like protein 2-binding protein-like,nucleus,cellular_component
LOC552232,GO:0005737,ADP-ribosylation factor-like protein 2-binding protein-like,cytoplasm,cellular_component
LOC552232,GO:0005739,ADP-ribosylation factor-like protein 2-binding protein-like,mitochondrion,cellular_component
LOC552232,GO:0005856,ADP-ribosylation factor-like protein 2-binding protein-like,cytoskeleton,cellular_component
LOC552232,GO:0005929,ADP-ribosylation factor-like protein 2-binding protein-like,cilium,cellular_component
LOC552232,GO:0042995,ADP-ribosylation factor-like protein 2-binding protein-like,cell projection,cellular_component
LOC552232,GO:0005815,ADP-ribosylation factor-like protein 2-binding protein-like,microtubule organizing center,cellular_component
LOC552232,GO:0005758,ADP-ribosylation factor-like protein 2-binding protein-like,mitochondrial intermembrane space,cellular_component
LOC412093,GO:0046872,"serine/threonine-protein phosphatase 1 regulatory subunit 10, transcript variant X1",metal ion binding,molecular_function
LOC412093,GO:0005634,"serine/threonine-protein phosphatase 1 regulatory subunit 10, transcript variant X1",nucleus,cellular_component
LOC100576948,GO:0005525,GTP-binding protein RAD-like,GTP binding,molecular_function
LOC100576948,GO:0003924,GTP-binding protein RAD-like,GTPase activity,molecular_function
LOC100576948,GO:0007165,GTP-binding protein RAD-like,signal transduction,biological_process
LOC100576948,GO:0016020,GTP-binding protein RAD-like,membrane,cellular_component
LOC100576948,GO:0000166,GTP-binding protein RAD-like,nucleotide binding,molecular_function
LOC409459,GO:0005524,"lon protease homolog, mitochondrial, transcript variant X1",ATP binding,molecular_function
LOC409459,GO:0030163,"lon protease homolog, mitochondrial, transcript variant X1",protein catabolic process,biological_process
LOC409459,GO:0016887,"lon protease homolog, mitochondrial, transcript variant X1",ATPase activity,molecular_function
LOC409459,GO:0004252,"lon protease homolog, mitochondrial, transcript variant X1",serine-type endopeptidase activity,molecular_function
LOC409459,GO:0004176,"lon protease homolog, mitochondrial, transcript variant X1",ATP-dependent peptidase activity,molecular_function
LOC409459,GO:0006515,"lon protease homolog, mitochondrial, transcript variant X1",protein quality control for misfolded or incompletely synthesized proteins,biological_process
LOC409459,GO:0006508,"lon protease homolog, mitochondrial, transcript variant X1",proteolysis,biological_process
LOC409459,GO:0043565,"lon protease homolog, mitochondrial, transcript variant X1",sequence-specific DNA binding,molecular_function
LOC409459,GO:0005759,"lon protease homolog, mitochondrial, transcript variant X1",mitochondrial matrix,cellular_component
LOC409459,GO:0034599,"lon protease homolog, mitochondrial, transcript variant X1",cellular response to oxidative stress,biological_process
LOC409459,GO:0051131,"lon protease homolog, mitochondrial, transcript variant X1",chaperone-mediated protein complex assembly,biological_process
LOC409459,GO:0070407,"lon protease homolog, mitochondrial, transcript variant X1",oxidation-dependent protein catabolic process,biological_process
LOC409459,GO:0000166,"lon protease homolog, mitochondrial, transcript variant X1",nucleotide binding,molecular_function
LOC409459,GO:0003677,"lon protease homolog, mitochondrial, transcript variant X1",DNA binding,molecular_function
LOC409459,GO:0016787,"lon protease homolog, mitochondrial, transcript variant X1",hydrolase activity,molecular_function
LOC409459,GO:0008233,"lon protease homolog, mitochondrial, transcript variant X1",peptidase activity,molecular_function
LOC409459,GO:0005739,"lon protease homolog, mitochondrial, transcript variant X1",mitochondrion,cellular_component
LOC409459,GO:0008236,"lon protease homolog, mitochondrial, transcript variant X1",serine-type peptidase activity,molecular_function
LOC409425,GO:0003810,"hemocyte protein-glutamine gamma-glutamyltransferase, transcript variant X2",protein-glutamine gamma-glutamyltransferase activity,molecular_function
LOC409425,GO:0018149,"hemocyte protein-glutamine gamma-glutamyltransferase, transcript variant X2",peptide cross-linking,biological_process
LOC409425,GO:0046872,"hemocyte protein-glutamine gamma-glutamyltransferase, transcript variant X2",metal ion binding,molecular_function
LOC409425,GO:0018215,"hemocyte protein-glutamine gamma-glutamyltransferase, transcript variant X2",protein phosphopantetheinylation,biological_process
LOC100576300,GO:0006355,uncharacterized LOC100576300,"regulation of transcription, DNA-templated",biological_process
LOC100576300,GO:0043565,uncharacterized LOC100576300,sequence-specific DNA binding,molecular_function
LOC100576300,GO:0003700,uncharacterized LOC100576300,DNA-binding transcription factor activity,molecular_function
LOC100576300,GO:0005634,uncharacterized LOC100576300,nucleus,cellular_component
LOC100576300,GO:0003677,uncharacterized LOC100576300,DNA binding,molecular_function
LOC412676,GO:0016567,protein mahjong,protein ubiquitination,biological_process
LOC412676,GO:0005515,protein mahjong,protein binding,molecular_function
LOC412676,GO:0005634,protein mahjong,nucleus,cellular_component
GeneID_410209,GO:0006357,hunchback,regulation of transcription by RNA polymerase II,biological_process
GeneID_410209,GO:0040034,hunchback,"regulation of development, heterochronic",biological_process
GeneID_410209,GO:0000981,hunchback,"DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
GeneID_410209,GO:0005634,hunchback,nucleus,cellular_component
GeneID_410209,GO:0046872,hunchback,metal ion binding,molecular_function
GeneID_410209,GO:0003677,hunchback,DNA binding,molecular_function
GeneID_410209,GO:0007275,hunchback,multicellular organism development,biological_process
GeneID_410209,GO:0035282,hunchback,segmentation,biological_process
LOC100576886,GO:0042302,"uncharacterized LOC100576886, transcript variant X1",structural constituent of cuticle,molecular_function
LOC724806,GO:0005524,"dynein heavy chain 8, axonemal",ATP binding,molecular_function
LOC724806,GO:0007018,"dynein heavy chain 8, axonemal",microtubule-based movement,biological_process
LOC724806,GO:0030286,"dynein heavy chain 8, axonemal",dynein complex,cellular_component
LOC724806,GO:0008569,"dynein heavy chain 8, axonemal","ATP-dependent microtubule motor activity, minus-end-directed",molecular_function
LOC724806,GO:0000166,"dynein heavy chain 8, axonemal",nucleotide binding,molecular_function
LOC724806,GO:0005737,"dynein heavy chain 8, axonemal",cytoplasm,cellular_component
LOC724806,GO:0005856,"dynein heavy chain 8, axonemal",cytoskeleton,cellular_component
LOC724806,GO:0005874,"dynein heavy chain 8, axonemal",microtubule,cellular_component
LOC724806,GO:0003774,"dynein heavy chain 8, axonemal",motor activity,molecular_function
LOC724806,GO:0005929,"dynein heavy chain 8, axonemal",cilium,cellular_component
LOC724806,GO:0042995,"dynein heavy chain 8, axonemal",cell projection,cellular_component
LOC552439,GO:0005515,WD repeat-containing protein 3,protein binding,molecular_function
LOC113219265,GO:0004252,trypsin-1-like,serine-type endopeptidase activity,molecular_function
LOC113219265,GO:0006508,trypsin-1-like,proteolysis,biological_process
LOC113219265,GO:0016787,trypsin-1-like,hydrolase activity,molecular_function
LOC113219265,GO:0008233,trypsin-1-like,peptidase activity,molecular_function
LOC113219265,GO:0008236,trypsin-1-like,serine-type peptidase activity,molecular_function
LOC413080,GO:0016791,"pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1, mitochondrial, transcript variant X1",phosphatase activity,molecular_function
LOC413080,GO:0004722,"pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1, mitochondrial, transcript variant X1",protein serine/threonine phosphatase activity,molecular_function
LOC413080,GO:0043169,"pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1, mitochondrial, transcript variant X1",cation binding,molecular_function
LOC413080,GO:0006470,"pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1, mitochondrial, transcript variant X1",protein dephosphorylation,biological_process
LOC413080,GO:0046872,"pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1, mitochondrial, transcript variant X1",metal ion binding,molecular_function
LOC413080,GO:0016787,"pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1, mitochondrial, transcript variant X1",hydrolase activity,molecular_function
LOC413080,GO:0004721,"pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1, mitochondrial, transcript variant X1",phosphoprotein phosphatase activity,molecular_function
LOC409024,GO:0005523,"tropomodulin, transcript variant X9",tropomyosin binding,molecular_function
LOC409024,GO:0051694,"tropomodulin, transcript variant X9",pointed-end actin filament capping,biological_process
LOC413147,GO:0004386,"probable ATP-dependent RNA helicase DHX35, transcript variant X1",helicase activity,molecular_function
LOC413147,GO:0016020,"probable ATP-dependent RNA helicase DHX35, transcript variant X1",membrane,cellular_component
LOC413147,GO:0016021,"probable ATP-dependent RNA helicase DHX35, transcript variant X1",integral component of membrane,cellular_component
LOC413147,GO:0000166,"probable ATP-dependent RNA helicase DHX35, transcript variant X1",nucleotide binding,molecular_function
LOC413147,GO:0005524,"probable ATP-dependent RNA helicase DHX35, transcript variant X1",ATP binding,molecular_function
LOC413147,GO:0016787,"probable ATP-dependent RNA helicase DHX35, transcript variant X1",hydrolase activity,molecular_function
LOC413147,GO:0003724,"probable ATP-dependent RNA helicase DHX35, transcript variant X1",RNA helicase activity,molecular_function
LOC413147,GO:0003676,"probable ATP-dependent RNA helicase DHX35, transcript variant X1",nucleic acid binding,molecular_function
LOC727108,GO:0007165,"rho GTPase-activating protein 26, transcript variant X1",signal transduction,biological_process
LOC727108,GO:0005515,"rho GTPase-activating protein 26, transcript variant X1",protein binding,molecular_function
LOC727108,GO:0005096,"rho GTPase-activating protein 26, transcript variant X1",GTPase activator activity,molecular_function
LOC100576901,GO:0005524,cGMP-dependent protein kinase 1,ATP binding,molecular_function
LOC100576901,GO:0004672,cGMP-dependent protein kinase 1,protein kinase activity,molecular_function
LOC100576901,GO:0004674,cGMP-dependent protein kinase 1,protein serine/threonine kinase activity,molecular_function
LOC100576901,GO:0004692,cGMP-dependent protein kinase 1,cGMP-dependent protein kinase activity,molecular_function
LOC100576901,GO:0030553,cGMP-dependent protein kinase 1,cGMP binding,molecular_function
LOC100576901,GO:0006468,cGMP-dependent protein kinase 1,protein phosphorylation,biological_process
LOC100576901,GO:0000166,cGMP-dependent protein kinase 1,nucleotide binding,molecular_function
LOC100576901,GO:0016301,cGMP-dependent protein kinase 1,kinase activity,molecular_function
LOC100576901,GO:0016740,cGMP-dependent protein kinase 1,transferase activity,molecular_function
LOC100576901,GO:0016310,cGMP-dependent protein kinase 1,phosphorylation,biological_process
LOC410664,GO:0008168,"protein arginine N-methyltransferase 5, transcript variant X2",methyltransferase activity,molecular_function
LOC410664,GO:0016274,"protein arginine N-methyltransferase 5, transcript variant X2",protein-arginine N-methyltransferase activity,molecular_function
LOC410664,GO:0018216,"protein arginine N-methyltransferase 5, transcript variant X2",peptidyl-arginine methylation,biological_process
LOC410664,GO:0035246,"protein arginine N-methyltransferase 5, transcript variant X2",peptidyl-arginine N-methylation,biological_process
LOC410664,GO:0006479,"protein arginine N-methyltransferase 5, transcript variant X2",protein methylation,biological_process
LOC410664,GO:0016740,"protein arginine N-methyltransferase 5, transcript variant X2",transferase activity,molecular_function
LOC410664,GO:0032259,"protein arginine N-methyltransferase 5, transcript variant X2",methylation,biological_process
LOC411829,GO:0016021,"neuroglian, transcript variant X2",integral component of membrane,cellular_component
LOC411829,GO:0005515,"neuroglian, transcript variant X2",protein binding,molecular_function
LOC411829,GO:0016020,"neuroglian, transcript variant X2",membrane,cellular_component
LOC725318,GO:0016021,"transmembrane protein 114, transcript variant X2",integral component of membrane,cellular_component
LOC725318,GO:0016020,"transmembrane protein 114, transcript variant X2",membrane,cellular_component
LOC102654083,GO:0005515,"centrosome-associated zinc finger protein CP190, transcript variant X1",protein binding,molecular_function
LOC412055,GO:0016021,"exostosin-3, transcript variant X2",integral component of membrane,cellular_component
LOC412055,GO:0006486,"exostosin-3, transcript variant X2",protein glycosylation,biological_process
LOC412055,GO:0016757,"exostosin-3, transcript variant X2","transferase activity, transferring glycosyl groups",molecular_function
LOC412055,GO:0005783,"exostosin-3, transcript variant X2",endoplasmic reticulum,cellular_component
LOC412055,GO:0005789,"exostosin-3, transcript variant X2",endoplasmic reticulum membrane,cellular_component
LOC412055,GO:0004252,"exostosin-3, transcript variant X2",serine-type endopeptidase activity,molecular_function
LOC412055,GO:0008236,"exostosin-3, transcript variant X2",serine-type peptidase activity,molecular_function
LOC412055,GO:0006508,"exostosin-3, transcript variant X2",proteolysis,biological_process
LOC412055,GO:0008240,"exostosin-3, transcript variant X2",tripeptidyl-peptidase activity,molecular_function
LOC412055,GO:0016787,"exostosin-3, transcript variant X2",hydrolase activity,molecular_function
LOC412055,GO:0008233,"exostosin-3, transcript variant X2",peptidase activity,molecular_function
LOC412055,GO:0004177,"exostosin-3, transcript variant X2",aminopeptidase activity,molecular_function
LOC724548,GO:0007155,"integrin alpha-PS2, transcript variant X1",cell adhesion,biological_process
LOC724548,GO:0008305,"integrin alpha-PS2, transcript variant X1",integrin complex,cellular_component
LOC724548,GO:0016020,"integrin alpha-PS2, transcript variant X1",membrane,cellular_component
LOC724548,GO:0007229,"integrin alpha-PS2, transcript variant X1",integrin-mediated signaling pathway,biological_process
LOC724548,GO:0016021,"integrin alpha-PS2, transcript variant X1",integral component of membrane,cellular_component
LOC726252,GO:0005515,"titin, transcript variant X1",protein binding,molecular_function
GeneID_807700,GO:0016021,Cytochrome c oxidase subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q56TT0],integral component of membrane,cellular_component
GeneID_807700,GO:0004129,Cytochrome c oxidase subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q56TT0],cytochrome-c oxidase activity,molecular_function
GeneID_807700,GO:0005743,Cytochrome c oxidase subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q56TT0],mitochondrial inner membrane,cellular_component
GeneID_807700,GO:0016491,Cytochrome c oxidase subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q56TT0],oxidoreductase activity,molecular_function
GeneID_807700,GO:0016020,Cytochrome c oxidase subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q56TT0],membrane,cellular_component
GeneID_807700,GO:0070469,Cytochrome c oxidase subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q56TT0],respirasome,cellular_component
GeneID_807700,GO:0005507,Cytochrome c oxidase subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q56TT0],copper ion binding,molecular_function
GeneID_807700,GO:0022900,Cytochrome c oxidase subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q56TT0],electron transport chain,biological_process
GeneID_807700,GO:0046872,Cytochrome c oxidase subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q56TT0],metal ion binding,molecular_function
GeneID_807700,GO:0005739,Cytochrome c oxidase subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q56TT0],mitochondrion,cellular_component
GeneID_807700,GO:0055114,Cytochrome c oxidase subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q56TT0],oxidation-reduction process,biological_process
GeneID_807700,GO:1902600,Cytochrome c oxidase subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q56TT0],proton transmembrane transport,biological_process
GeneID_409398,GO:0046872,superoxide dismutase 1,metal ion binding,molecular_function
GeneID_409398,GO:0055114,superoxide dismutase 1,oxidation-reduction process,biological_process
GeneID_409398,GO:0004784,superoxide dismutase 1,superoxide dismutase activity,molecular_function
GeneID_409398,GO:0006801,superoxide dismutase 1,superoxide metabolic process,biological_process
GeneID_409398,GO:0016209,superoxide dismutase 1,antioxidant activity,molecular_function
GeneID_409398,GO:0016491,superoxide dismutase 1,oxidoreductase activity,molecular_function
GeneID_409398,GO:0098869,superoxide dismutase 1,cellular oxidant detoxification,biological_process
GeneID_409398,GO:0019430,superoxide dismutase 1,removal of superoxide radicals,biological_process
LOC100577024,GO:0005549,"odorant receptor 30a, transcript variant X1",odorant binding,molecular_function
LOC100577024,GO:0004984,"odorant receptor 30a, transcript variant X1",olfactory receptor activity,molecular_function
LOC100577024,GO:0016020,"odorant receptor 30a, transcript variant X1",membrane,cellular_component
LOC100577024,GO:0007608,"odorant receptor 30a, transcript variant X1",sensory perception of smell,biological_process
LOC100577024,GO:0016021,"odorant receptor 30a, transcript variant X1",integral component of membrane,cellular_component
LOC100577024,GO:0007165,"odorant receptor 30a, transcript variant X1",signal transduction,biological_process
LOC100577024,GO:0005886,"odorant receptor 30a, transcript variant X1",plasma membrane,cellular_component
LOC100577024,GO:0050896,"odorant receptor 30a, transcript variant X1",response to stimulus,biological_process
LOC100577024,GO:0050911,"odorant receptor 30a, transcript variant X1",detection of chemical stimulus involved in sensory perception of smell,biological_process
LOC100578420,GO:0005515,"uncharacterized LOC100578420, transcript variant X3",protein binding,molecular_function
LOC411148,GO:0015095,"palmitoyltransferase Hip14, transcript variant X1",magnesium ion transmembrane transporter activity,molecular_function
LOC411148,GO:0016409,"palmitoyltransferase Hip14, transcript variant X1",palmitoyltransferase activity,molecular_function
LOC411148,GO:0005515,"palmitoyltransferase Hip14, transcript variant X1",protein binding,molecular_function
LOC411148,GO:0016021,"palmitoyltransferase Hip14, transcript variant X1",integral component of membrane,cellular_component
LOC411148,GO:0019706,"palmitoyltransferase Hip14, transcript variant X1",protein-cysteine S-palmitoyltransferase activity,molecular_function
LOC411148,GO:0016020,"palmitoyltransferase Hip14, transcript variant X1",membrane,cellular_component
LOC411148,GO:0016740,"palmitoyltransferase Hip14, transcript variant X1",transferase activity,molecular_function
LOC411148,GO:0005886,"palmitoyltransferase Hip14, transcript variant X1",plasma membrane,cellular_component
LOC411148,GO:0016746,"palmitoyltransferase Hip14, transcript variant X1","transferase activity, transferring acyl groups",molecular_function
LOC411148,GO:0042734,"palmitoyltransferase Hip14, transcript variant X1",presynaptic membrane,cellular_component
LOC411148,GO:0018215,"palmitoyltransferase Hip14, transcript variant X1",protein phosphopantetheinylation,biological_process
LOC100578030,GO:0004867,"antitrypsin, transcript variant X9",serine-type endopeptidase inhibitor activity,molecular_function
LOC100578030,GO:0030414,"antitrypsin, transcript variant X9",peptidase inhibitor activity,molecular_function
LOC100578030,GO:0010466,"antitrypsin, transcript variant X9",negative regulation of peptidase activity,biological_process
LOC100578030,GO:0010951,"antitrypsin, transcript variant X9",negative regulation of endopeptidase activity,biological_process
LOC100578030,GO:0005615,"antitrypsin, transcript variant X9",extracellular space,cellular_component
LOC726729,GO:0046983,helix-loop-helix protein 11,protein dimerization activity,molecular_function
LOC411026,GO:0006364,WD repeat-containing protein 36,rRNA processing,biological_process
LOC411026,GO:0032040,WD repeat-containing protein 36,small-subunit processome,cellular_component
LOC411026,GO:0005515,WD repeat-containing protein 36,protein binding,molecular_function
LOC107964958,GO:0016020,"uncharacterized PE-PGRS family protein PE_PGRS20-like, transcript variant X3",membrane,cellular_component
LOC107964958,GO:0016021,"uncharacterized PE-PGRS family protein PE_PGRS20-like, transcript variant X3",integral component of membrane,cellular_component
LOC726033,GO:0046872,RPA-interacting protein,metal ion binding,molecular_function
LOC552213,GO:0003677,"activated RNA polymerase II transcriptional coactivator p15, transcript variant X1",DNA binding,molecular_function
LOC552213,GO:0006355,"activated RNA polymerase II transcriptional coactivator p15, transcript variant X1","regulation of transcription, DNA-templated",biological_process
LOC552213,GO:0005634,"activated RNA polymerase II transcriptional coactivator p15, transcript variant X1",nucleus,cellular_component
LOC413385,GO:0005524,uncharacterized LOC413385,ATP binding,molecular_function
LOC413385,GO:0004672,uncharacterized LOC413385,protein kinase activity,molecular_function
LOC413385,GO:0006468,uncharacterized LOC413385,protein phosphorylation,biological_process
LOC410031,GO:0000124,"transcription factor SPT20 homolog, transcript variant X3",SAGA complex,cellular_component
LOC410031,GO:0003712,"transcription factor SPT20 homolog, transcript variant X3",transcription coregulator activity,molecular_function
LOC410031,GO:0006355,"transcription factor SPT20 homolog, transcript variant X3","regulation of transcription, DNA-templated",biological_process
LOC550881,GO:0016592,"mediator of RNA polymerase II transcription subunit 8, transcript variant X2",mediator complex,cellular_component
LOC550881,GO:0006357,"mediator of RNA polymerase II transcription subunit 8, transcript variant X2",regulation of transcription by RNA polymerase II,biological_process
LOC550881,GO:0003712,"mediator of RNA polymerase II transcription subunit 8, transcript variant X2",transcription coregulator activity,molecular_function
LOC550881,GO:0005634,"mediator of RNA polymerase II transcription subunit 8, transcript variant X2",nucleus,cellular_component
LOC551906,GO:0006368,another transcription unit protein,transcription elongation from RNA polymerase II promoter,biological_process
LOC551906,GO:0016570,another transcription unit protein,histone modification,biological_process
LOC551906,GO:0016593,another transcription unit protein,Cdc73/Paf1 complex,cellular_component
